Animal_Name,Wali_Score_Onset,Wali_Score_Bout,Wali_Score_Running_into_Itself,VK_Score_Onset,VK_Score_Bout,VK_Score_Running_into_Itself,T1sum5minavg,T1_sum60min,T1_baselineavg,T1_30avg,T1_respbaseline,T2sum5minavg,T2_sum60min,T2_baselineavg,T2_30avg,T2_respbaseline,T1_TotalDist,T1_PercentCornerDist,T1_PercentPeripheralDist,T1_PercentCenterDist,T1_PercentCornerTime,T1_PercentPeripheralTime,T1_PercentCenterTime,T2_TotalDist,T2_PercentCornerDist,T2_PercentPeripheralDist,T2_PercentCenterDist,T2_PercentCornerTime,T2_PercentPeripheralTime,T2_PercentCenterTime,DD0Tau1ChiSq,DD0Power1,DD0Signif1,DD0PowerFFT,DD0Tau2ChiSq,DD0Power2,DD0signif2,DD0TauFFT,DD0AvgCounts,DD0Lightcounts,DD0DarkCounts,DD0TotalCounts,DD0Lightcounts,DD0Alpha,DD1Tau1ChiSq,DD1Power1,DD1Signif1,DD1PowerFFT,DD1Tau2ChiSq,DD1Power2,DD1Signif2,DD1TauFFT,DD1AvgCounts,DD1Lightcounts,DD1DarkCounts,DD1TotalCounts,DD1percentLightcounts,DD1Alpha,DD2Tau1ChiSq,DD2Power1,DD2Signif1,DD2PowerFFT,DD2Tau2ChiSq,DD2Power2,DD2Signif2,DD2TauFFT,DD2AvgCounts,DD2Lightcounts,DD2DarkCounts,DD2TotalCounts,DD2percentLightcounts,DD2Alpha,DDMAP0Tau1ChiSq,DDMAP0Power1,DDMAP0Signif1,DDMAP0PowerFFT,DDMAP0Tau2ChiSq,DDMAP0Power2,DDMAP0Signif2,DDMAP0TauFFT,DDMAP0AvgCounts,DDMAP0Lightcounts,DDMAP0DarkCounts,DDMAP0TotalCounts,DDMAP0percentLightcounts,DDMAP0Alpha,DDMAP1Tau1ChiSq,DDMAP1Power1,DDMAP1Signif1,DDMAP1PowerFFT,DDMAP1Tau2ChiSq,DDMAP1Power2,DDMAP1Signif2,DDMAP1TauFFT,DDMAP1AvgCounts,DDMAP1Lightcounts,DDMAP1DarkCounts,DDMAP1TotalCounts,DDMAP1percentLightcounts,DDMAP1Alpha,DDMAP2Tau1ChiSq,DDMAP2Power1,DDMAP2Signif1,DDMAP2PowerFFT,DDMAP2Tau2ChiSq,DDMAP2Power2,DDMAP2Signif2,DDMAP2TauFFT,DDMAP2AvgCounts,DDMAP2Lightcounts,DDMAP2DarkCounts,DDMAP2TotalCounts,DDMAP2percentLightcounts,DDMAP2Alpha,DDMAP3Tau1ChiSq,DDMAP3Power1,DDMAP3Signif1,DDMAP3PowerFFT,DDMAP3Tau2ChiSq,DDMAP3Power2,DDMAP3Signif2,DDMAP3TauFFT,DDMAP3AvgCounts,DDMAP3Lightcounts,DDMAP3DarkCounts,DDMAP3TotalCounts,DDMAP3percentLightcounts,DDMAP3Alpha,DDMAP4Tau1ChiSq,DDMAP4Power1,DDMAP4Signif1,DDMAP4PowerFFT,DDMAP4Tau2ChiSq,DDMAP4Power2,DDMAP4Signif2,DDMAP4TauFFT,DDMAP4AvgCounts,DDMAP4Lightcounts,DDMAP4DarkCounts,DDMAP4TotalCounts,DDMAP4percentLightcounts,DDMAP4Alpha,DDMAP5Tau1ChiSq,DDMAP5Power1,DDMAP5Signif1,DDMAP5PowerFFT,DDMAP5Tau2ChiSq,DDMAP5Power2,DDMAP5Signif2,DDMAP5TauFFT,DDMAP5AvgCounts,DDMAP5Lightcounts,DDMAP5DarkCounts,DDMAP5TotalCounts,DDMAP5percentLightcounts,DDMAP5Alpha,LDTau1ChiSq,LDPower1,LDSignif1,LDPowerFFT,LDTau2ChiSq,LDPower2,LDSignif2,LDTauFFT,LDAvgCounts,LDLightcounts,LDDarkCounts,LDTotalCounts,LDpercentLightcounts,LDAlpha
WT209G3N30337,2,1,0,3,2,0,7822.8,10582.6,627.2727273,1281.1,653.8272727,-,-,-,-,-,2290.2,19.8,75,25,6.9,16.3,83.7,9537.7,20.5,64.4,35.6,42.3,77.1,22.9,23.7,2648.077,310.042,0.204,15.8,357.487,218.711,0.042,31.11,373.556,44424.222,44797.778,0.834,10.289,23.7,1562.812,310.042,0.211,15.9,268.069,219.885,0.042,31.33,418.7,44696.3,45115,0.928,11.85,23.7,1243.139,310.042,0.199,25.9,287.301,335.092,0.042,30.834,317.125,44084.125,44401.25,0.714,8.337,24.2,3011.475,315.747,0.134,25.5,620.359,330.548,0.041,29.16,250.024,41740.341,41990.366,0.595,7.468,23.9,896.801,312.325,0.107,12,264.727,173.663,0.042,29.032,257.2,41548.6,41805.8,0.615,10.36,24.4,1394.854,318.027,0.214,12.2,214.666,176.06,0.042,33.907,322.1,48504.7,48826.8,0.66,10.12,24.5,912.23,319.167,0.11,12.3,306.465,177.257,0.042,30.132,255,43135.3,43390.3,0.588,4.69,24.5,857.166,319.167,0.114,34.5,451.983,431.925,0.042,26.484,190.8,37946.8,38137.6,0.5,5.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1912.807,312.325,0.243,16,184.021,221.057,0.042,27.625,273.909,39505.636,39779.545,0.689,12.355
WT209G3N30338,2,1,0,3,1,0,2190.6,3873.2,273.4545455,356.9333333,83.47878788,1181.6,2234.6,210,192.9666667,-17.03333333,5428.7,19.7,72.8,27.2,26.8,76.1,23.9,3589.9,29.7,88.9,11.1,59.9,92.9,7.1,23.4,4050.306,306.615,0.23,11.7,448.566,170.062,0.043,30.095,126.957,43210.043,43337,0.293,0.757,23.5,1795.085,307.758,0.25,11.7,216.861,170.062,0.042,29.588,292,42315.3,42607.3,0.685,8.82,23.4,1950.245,306.615,0.256,11.7,275.518,170.062,0.042,30.733,0,44255.6,44255.6,0,7.48,24.1,5054.103,314.607,0.218,22.9,325.435,300.898,0.042,30.914,12.114,44504.159,44516.273,0.027,10.782,23.8,1217.112,311.184,0.237,26,281.415,336.228,0.042,29.956,0,43136,43136,0,8.2,24.2,1652.262,315.747,0.251,26.2,263.188,338.498,0.042,36.947,53.3,53150.8,53204.1,0.1,13.34,23.9,1452.369,312.325,0.205,22.2,216.832,292.881,0.042,34.296,0,49386.2,49386.2,0,12.63,24.6,1093.14,320.306,0.153,21.6,318.541,285.996,0.042,28.584,0,41161.5,41161.5,0,10.81,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1259.94,312.325,0.167,11.9,162.08,172.464,0.042,12.098,82.5,17338.5,17421,0.474,11.22
WT209G3N30339,1,1,0,2,1,0,5765.4,8233.8,542.0909091,918.5,376.4090909,5238.8,7701.2,389.4545455,804.8,415.3454545,8709.2,23.9,71.6,28.4,42.4,83.5,16.5,6495.2,20,67.4,32.6,33.8,77.4,22.6,23.6,4313.715,308.9,0.233,11.8,789.876,171.263,0.042,21.195,78.217,30442.391,30520.609,0.256,4.139,23.8,1940.042,311.184,0.228,11.9,364.295,172.464,0.042,22.575,172.9,32335.6,32508.5,0.532,15.42,23.5,2124.417,307.758,0.256,11.8,442.257,171.263,0.042,20.149,6.7,29007.3,29014,0.023,3.51,23.9,5077.201,312.325,0.205,23.2,589.678,304.329,0.042,21.474,60.227,30862.864,30923.091,0.195,10.405,23.6,1620.515,308.9,0.201,11.8,249.936,171.263,0.042,20.073,4.7,28900.9,28905.6,0.016,9.79,23.8,1754.647,311.184,0.205,11.9,181.345,172.464,0.042,24.722,0,35599.5,35599.5,0,13.25,23.9,1585.529,312.325,0.242,12.1,105.661,174.862,0.042,23.041,39.1,33139.6,33178.7,0.118,11.95,23.9,1271.354,312.325,0.163,11.9,202.761,172.464,0.042,21.169,180.8,30303.1,30483.9,0.593,8.34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1380.181,312.325,0.147,12,243.287,173.663,0.042,12.156,99.1,17406.1,17505.2,0.566,16.42
WT209G3N30340,2,1,0,2,1,0,2752.8,4393.2,416.8181818,458.3666667,41.54848485,3758.2,5813.2,384.0909091,580.7333333,196.6424242,7017.2,18.2,71.4,28.6,28.5,78.6,21.4,5965.4,14.4,62.7,37.3,21.9,67.9,32.1,23.7,3988.547,310.042,0.188,11.8,787.203,171.263,0.042,18.688,83.522,26827.304,26910.826,0.31,0.113,23.7,1859.729,310.042,0.215,11.9,360.784,172.464,0.042,20.023,156.3,28677.1,28833.4,0.542,8.92,23.7,1863.896,310.042,0.209,11.8,465.12,171.263,0.042,18.627,35.8,26787.2,26823,0.133,6.98,24,4233.22,313.466,0.159,16,263.195,221.057,0.042,18.741,0.568,26986.682,26987.25,0.002,8.127,23.9,1612.983,312.325,0.207,12,130.353,173.663,0.042,24.541,0,35338.8,35338.8,0,11.58,23.9,1381.903,312.325,0.175,11.9,110.185,172.464,0.042,23.153,2.1,33338.2,33340.3,0.006,8.57,23.9,1204.636,312.325,0.141,20.9,239.11,277.947,0.042,20.322,0.3,29263.9,29264.2,0.001,11.3,24.5,617.908,319.167,0.092,26.7,319.825,344.169,0.042,10.379,0.1,14945.5,14945.6,0.001,3.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1527.541,312.325,0.161,12,293.482,173.663,0.042,11.933,96.7,17086.3,17183,0.563,11.74
WT209G3N30341,2,3,1,3,3,1,4163.2,8182.4,478.2727273,709.4666667,231.1939394,5228,7958.4,308.6363636,868.3666667,559.730303,8452.8,16.4,63.3,36.7,29.5,73.6,26.4,5691.7,33,88.5,11.5,60.6,95.2,4.8,23.8,3772.379,311.184,0.214,15.9,438.94,219.885,0.042,31.153,371.87,44488.478,44860.348,0.829,10.778,23.9,1716.073,312.325,0.221,15.9,175.511,219.885,0.042,31.974,385.3,45656.8,46042.1,0.837,11.69,23.7,1739.932,310.042,0.211,15.8,330.203,218.711,0.042,30.788,346.9,43988.5,44335.4,0.782,11.74,24,1812.235,313.466,0.051,25.5,731.021,330.548,0.036,29.216,226.773,41844.773,42071.545,0.539,4.139,24.3,1078.216,316.888,0.145,12.1,286.844,174.862,0.042,33.5,279.3,47960.3,48239.6,0.579,10.22,27.1,760.995,348.702,0.179,12.6,167.77,180.843,0.037,31.012,176.2,44480.4,44656.6,0.395,0.4,29.9,928.916,380.324,0.127,13.3,202.905,189.185,0.033,27.576,202.2,39506.7,39708.9,0.509,0.12,23.9,861.816,312.325,0.071,30,559.169,381.45,0.029,29.014,224,41556.2,41780.2,0.536,4.94,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1059.893,312.325,0.126,21.7,263.754,287.144,0.042,13.895,120,19889,20009,0.6,7.56
WT209G3N30342,1,2,0,2,2,0,4377.2,6020.4,474,691.0666667,217.0666667,6108.8,8612.8,342.5454545,973.9333333,631.3878788,8419.6,17.5,62,38,22.1,73.2,26.8,5486.7,24.6,77.1,22.9,41.3,85.5,14.5,23.8,3720.411,311.184,0.215,11.9,436.467,172.464,0.042,27.403,304.957,39155.913,39460.87,0.773,13.026,23.9,1838.86,312.325,0.201,11.9,310.9,172.464,0.042,26.481,426.7,37705.9,38132.6,1.119,14.83,23.7,1742.453,310.042,0.215,11.9,200.388,172.464,0.042,28.788,266.7,41187.7,41454.4,0.643,11.22,24.1,5531.374,314.607,0.217,12.1,475.283,174.862,0.042,27.319,82.909,39256.477,39339.386,0.211,4.214,23.8,1555.962,311.184,0.195,11.9,156.341,172.464,0.042,30.819,162.8,44215.9,44378.7,0.367,0.23,23.9,1525.33,312.325,0.221,12,163.605,173.663,0.042,31.164,21.8,44853.7,44875.5,0.049,0.1,24.4,1794.391,318.027,0.264,12.2,232.948,176.06,0.042,28.434,16.1,40928.5,40944.6,0.039,1.83,24.4,1516.882,318.027,0.219,12.3,244.759,177.257,0.042,24.633,105.2,35366.5,35471.7,0.297,12.45,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1302.406,312.325,0.128,26,309.1,336.228,0.042,12.551,155.5,17917.6,18073.1,0.86,13.27
WT209G3N30343,2,0,0,2,1,0,3384.2,4193.8,285.5454545,554.2,268.6545455,3494.4,4197.8,249.6363636,547.1333333,297.4969697,5139.8,24,73.2,26.8,44.2,84.6,15.4,4103.1,30,84.4,15.6,62.9,91.9,8.08,23.7,4448.047,310.042,0.287,11.9,395.572,172.464,0.042,32.131,320.174,45948.13,46268.304,0.692,8.622,23.8,2023.414,311.184,0.304,11.9,232.281,172.464,0.042,32.192,422.4,45933.9,46356.3,0.911,14.08,23.7,2002.64,310.042,0.3,11.8,197.094,171.263,0.042,32.409,291.2,46378.4,46669.6,0.624,6.65,24,6988.604,313.466,0.266,23.2,441.548,304.329,0.042,29.581,31.432,42565.75,42597.182,0.074,6.436,23.9,1680.258,312.325,0.243,12,201.257,173.663,0.042,28.88,96.3,41490.3,41586.6,0.232,6.63,23.8,1787.767,311.184,0.263,11.9,114.675,172.464,0.042,30.645,1.6,44126.5,44128.1,0.004,11.67,23.9,1708.388,312.325,0.275,26.1,253.482,337.363,0.042,31.358,0.3,45154.8,45155.1,0.001,5.3,23.9,1738.917,312.325,0.257,12.1,109.817,174.862,0.042,32.644,14.3,46993.4,47007.7,0.03,5.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.8,1846.529,311.184,0.261,11.9,169.904,172.464,0.042,25.157,325.9,35900.3,36226.2,0.9,14.02
WT209G3N30344,2,2,0,3,2,0,5438,9032,670.8181818,909.0333333,238.2151515,5011.6,7932.2,409.8181818,804.9333333,395.1151515,10388.3,18.4,68,32,23.9,67.5,32.5,6904.1,16,61.9,38.1,22.4,64.9,35.1,23.7,3473.255,310.042,0.199,15.8,377.362,218.711,0.042,30.572,298.13,43726,44024.13,0.677,6.265,23.8,1698.819,311.184,0.231,15.9,217.477,219.885,0.042,33.799,439.2,48231.7,48670.9,0.902,12.22,23.7,1479.249,310.042,0.204,15.8,229.771,218.711,0.042,27.535,241.6,39408.5,39650.1,0.609,5.53,24.2,4551.005,315.747,0.19,12.1,236.536,174.862,0.042,27.857,248.273,39865.205,40113.477,0.619,8.416,23.9,1252.743,312.325,0.181,26.1,286.641,337.363,0.042,27.808,127,39917,40044,0.317,0.33,23.9,1674.624,312.325,0.25,11.9,117.649,172.464,0.042,30.496,233,43681.7,43914.7,0.531,10.16,24.2,1431.494,315.747,0.193,12.1,235.966,174.862,0.042,28.933,313.1,41350.3,41663.4,0.751,13.13,24.2,752.966,315.747,0.059,28.5,432.064,364.535,0.042,27.914,317.9,39878.3,40196.2,0.791,10.42,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1542.525,312.325,0.225,15.9,214.677,219.885,0.042,17.217,181.2,24611.8,24793,0.731,13.22
WT209G3N30345,2,2,1,3,3,1,7624,12079.2,570.6363636,1275.9,705.2636364,10548.6,14757.6,484.0909091,1626.6,1142.509091,9236.8,18.2,68.7,31.3,32.1,80.1,19.9,7074.2,20.6,76.7,23.3,38.9,87.6,12.4,23.9,3314.718,312.325,0.21,12,220.373,173.663,0.042,27.72,269.043,39647.565,39916.609,0.674,10.117,23.9,1497.693,312.325,0.2,16,211.931,221.057,0.042,30.072,278.8,43024.3,43303.1,0.644,10.84,23.9,1614.41,312.325,0.208,11.9,199.202,172.464,0.042,26.624,250.7,38087.3,38338,0.654,10.49,24.3,2170.141,316.888,0.062,29.7,688.969,378.071,0.042,20.403,147.659,29233.091,29380.75,0.503,3.864,24.2,1203.677,315.747,0.19,26.1,279.691,337.363,0.042,25.263,241,36137.9,36378.9,0.662,12.13,24.3,962.545,316.888,0.13,10.3,93.994,153.15,0.037,21.716,208.2,31062.7,31270.9,0.666,6.5,24,417.444,313.466,0.062,30.8,464.668,390.452,0.037,16.96,53.3,24368.9,24422.2,0.218,2.14,25.1,515.621,325.999,0.07,29.8,418.156,379.198,0.037,22.752,146.5,32616.2,32762.7,0.447,0.41,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1570.225,312.325,0.206,15.9,170.426,219.885,0.042,19.247,161.5,27554,27715.5,0.583,12.2
WT209G3N30346,2,1,0,3,1,0,4830.8,7562.4,723.8181818,761.6,37.78181818,7348.8,11727.2,295.2727273,1245.766667,950.4939394,10744.2,19.1,77.1,22.9,27.8,83,17,5718.4,25.2,78.6,21.4,57.4,91.7,8.29,23.7,3592.931,310.042,0.206,31.6,522.572,399.441,0.042,35.927,297.696,51436.609,51734.304,0.575,9.865,23.7,1566.977,310.042,0.204,25.6,301.236,331.684,0.042,36.973,417.1,52824.4,53241.5,0.783,13.19,23.7,1653.565,310.042,0.218,15.8,238.16,218.711,0.042,35.464,247.3,50821.4,51068.7,0.484,8.23,24.1,6900.709,314.607,0.249,23.3,436.986,305.473,0.042,32.844,283.955,47011.386,47295.341,0.6,9.327,23.9,1753.183,312.325,0.232,12,128.066,173.663,0.042,38.04,254.4,54523.6,54778,0.464,7.56,23.9,1847.271,312.325,0.272,22.1,200.535,291.734,0.042,34.199,238.2,49007.7,49245.9,0.484,6.79,23.9,1673.58,312.325,0.241,22.4,215.087,295.173,0.042,32.524,111.4,46723.7,46835.1,0.238,11.26,23.9,1586.525,312.325,0.245,26.1,286.825,337.363,0.042,31.921,487.5,45478.2,45965.7,1.061,12.37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1524.315,312.325,0.233,16.1,183.42,222.23,0.042,18.07,207.6,25813.5,26021.1,0.798,14.15
WT209G3N30347,2,1,0,3,2,0,4833.2,6791,322.8181818,787.5,464.6818182,5639.6,6878.8,286.0909091,887.2,601.1090909,7183.7,26.5,82.7,17.3,47.9,91.1,8.9,5404.5,21.1,72.3,27.7,48,87.3,12.7,23.7,3169.746,310.042,0.187,15.8,301.244,218.711,0.042,31.572,293.652,45170.348,45464,0.646,8.865,23.8,1453.342,311.184,0.201,25.7,288.573,332.821,0.042,31.157,376.3,44489.1,44865.4,0.839,12.22,23.8,1488.942,311.184,0.192,15.9,212.338,219.885,0.042,32.809,275.2,46970.4,47245.6,0.582,9.44,24.2,3668.188,315.747,0.159,23.3,617.786,305.473,0.041,32.486,344.909,46434.955,46779.864,0.737,8.018,23.8,1247.671,311.184,0.214,12,155.836,173.663,0.042,39.013,372.3,55806.5,56178.8,0.663,9.44,23.9,1458.464,312.325,0.222,22.2,238.171,292.881,0.042,36.583,294.5,52384.3,52678.8,0.559,10.34,24.5,1220.733,319.167,0.146,12.2,132.889,176.06,0.042,36.668,365.7,52436.7,52802.4,0.693,10.1,24.1,865.348,314.607,0.115,25.6,306.863,331.684,0.042,27.464,426.6,39121.8,39548.4,1.079,6.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1592.681,312.325,0.253,15.9,195.194,219.885,0.042,20.412,183.5,29210.1,29393.6,0.624,14.09
WT209G3N30348,2,1,0,3,1,0,2699.6,3798.8,353,439.2666667,86.26666667,2147.8,3359,270.1818182,348.9666667,78.78484848,6352.8,19.4,74.4,25.6,33.7,83.2,16.8,4480.4,20.6,75.2,24.8,35.6,87.4,12.6,23.8,3313.96,311.184,0.246,11.9,428.23,172.464,0.042,28.658,220.5,41046.5,41267,0.534,5.845,23.9,1702.239,312.325,0.227,11.9,288.086,172.464,0.042,28.163,305.8,40248.4,40554.2,0.754,13.86,23.6,1784.111,308.9,0.246,11.8,231.283,171.263,0.042,29.153,135.2,41844.6,41979.8,0.322,2.17,24.1,5532.834,314.607,0.176,25,557.512,324.861,0.042,27.877,200.395,39942.419,40142.814,0.499,7.714,23.9,1674.902,312.325,0.22,12,126.462,173.663,0.042,30.102,113.3,43233.3,43346.6,0.261,3.73,23.9,1572.752,312.325,0.211,22.4,228.641,295.173,0.042,32.997,149.4,47365.7,47515.1,0.314,8.29,23.9,1143.014,312.325,0.121,21.3,241.386,282.548,0.042,22.54,188.7,32268.9,32457.6,0.581,7.81,23.9,1484.982,312.325,0.218,22.4,212.556,295.173,0.042,29.553,354.7,42201.7,42556.4,0.833,11.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1637.707,312.325,0.191,12.1,169.546,174.862,0.042,16.416,211.692,23427.769,23639.462,0.896,9.369
WT209G3N30349,2,3,0,3,2,0,3223.6,5308.4,428.5454545,527.8333333,99.28787879,4985.8,7011.6,369.1818182,798.6333333,429.4515152,7322.2,20.8,65.8,34.2,36.9,74.7,25.3,5932.5,16.1,59.2,40.8,27.4,66.7,33.3,23.6,2392.323,308.9,0.147,11.8,377.827,171.263,0.042,23.035,89,33081.95,33170.95,0.268,1.935,23.7,1225.511,310.042,0.161,11.8,206.791,171.263,0.042,22.163,150.8,31763.4,31914.2,0.473,2.81,23.7,1264.051,310.042,0.156,11.8,194.451,171.263,0.042,23.908,27.2,34400.5,34427.7,0.079,6.68,24.2,2822.242,315.747,0.133,12.1,428.361,174.862,0.041,18.242,6.814,26261.163,26267.977,0.026,5.3,23.6,698.104,308.9,0.054,11.8,234.782,171.263,0.042,10.642,0.3,15324.5,15324.8,0.002,1.77,23.9,646.007,312.325,0.072,26,307.866,336.228,0.042,14.413,28,20727.4,20755.4,0.135,8.17,23.9,1568.432,312.325,0.204,12.1,247.683,174.862,0.042,24.92,0,35884.8,35884.8,0,10.07,23.9,710.955,312.325,0.062,27.5,617.681,353.23,0.033,24.425,0,35172.5,35172.5,0,7.15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1167.051,312.325,0.099,12,308.39,173.663,0.042,11.837,142.692,16902.077,17044.769,0.837,11.069
WT209G3N30350,0,0,0,x,x,x,7112,10933.2,560.0909091,1191.933333,631.8424242,10848.4,15774.4,897.3636364,1707.2,809.8363636,9517.7,12.4,58.5,41.5,19.8,64.1,35.9,13337.8,11.5,58.2,41.8,17.1,61.8,38.2,23.9,3258.623,312.325,0.253,15.9,277.32,219.885,0.042,33.172,434.15,47332.95,47767.1,0.909,12.905,23.9,1810.249,312.325,0.261,11.9,114.986,172.464,0.042,33.206,434.2,47382.1,47816.3,0.908,13.16,23.9,1581.525,312.325,0.229,15.9,173.797,219.885,0.042,33.137,434.1,47283.8,47717.9,0.91,12.65,23.21,493.508,289.44,0.05,17.3,199.324,236.256,0.046,11.564,73,16579.5,16652.5,0.438,2.78,23.21,493.508,289.44,0.05,17.3,199.324,236.256,0.046,11.564,73,16579.5,16652.5,0.438,2.78,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,2086.337,312.325,0.24,26,284.681,336.228,0.042,23.76,318.308,33896.462,34214.769,0.93,11.946
WT209G3N30351,2,2,1,3,3,1,4407.6,7144.6,444.6363636,747.4666667,302.830303,5391.4,8327.6,525.9090909,908.8,382.8909091,7011.5,17.8,68.3,31.7,26.4,71.7,28.3,8490.4,11.7,61.4,38.6,19.8,66.2,33.8,23.9,3570.565,312.325,0.262,11.9,197.356,172.464,0.042,34.443,304.4,49293.25,49597.65,0.614,11.44,23.9,1926.647,312.325,0.291,11.9,114.248,172.464,0.042,35.821,405.4,51177.5,51582.9,0.786,12.04,23.8,1786.993,311.184,0.253,11.9,146.544,172.464,0.042,33.064,203.4,47409,47612.4,0.427,10.84,24.2,2482.648,315.747,0.06,30,747.164,381.45,0.042,31.169,270.302,44613.698,44884,0.602,5.151,23.9,1262.168,312.325,0.181,12.1,277.19,174.862,0.042,33.897,191.3,48620.5,48811.8,0.392,9.49,23.9,715.059,312.325,0.078,28.4,397.167,363.406,0.042,30.725,334,43909.4,44243.4,0.755,3.32,30.4,762.206,385.953,0.122,24,405.803,313.466,0.033,29.176,224.7,41788.1,42012.8,0.535,5.84,27.9,807.634,357.755,0.127,23.8,595.373,311.184,0.033,32.415,275.7,46402.3,46678,0.591,2.07,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1748.507,312.325,0.245,22.1,214.36,291.734,0.042,21.397,243.308,30568.538,30811.846,0.79,10.423
WT209G3N30352,2,0,0,2,0,0,4042,6593.6,475.7272727,665.8,190.0727273,5196.6,8317.2,414,819.8666667,405.8666667,7571.4,17,66.6,33.4,28.4,76.2,23.8,7128.7,16.4,68,32,25.5,75.9,24.1,23.7,2949.184,310.042,0.215,15.8,242.174,218.711,0.042,31.317,354.95,44741.95,45096.9,0.787,8.445,23.8,1570.546,311.184,0.219,15.9,157.951,219.885,0.042,31.429,336.5,44920.7,45257.2,0.744,12.85,23.7,1515.296,310.042,0.217,15.8,158.311,218.711,0.042,31.206,373.4,44563.2,44936.6,0.831,4.04,23.9,6015.14,312.325,0.22,24.8,462.263,322.584,0.042,36.386,113.302,52282.372,52395.674,0.216,0.912,23.8,1610.667,311.184,0.234,12,185.001,173.663,0.042,38.34,270.5,54938.6,55209.1,0.49,5.64,23.9,1504.801,312.325,0.225,22.2,246.386,292.881,0.042,37.472,181.7,53778.5,53960.2,0.337,0.87,23.9,1610.062,312.325,0.205,12.1,156.242,174.862,0.042,37.63,20.8,54166.6,54187.4,0.038,4.34,23.9,1640.458,312.325,0.25,22.4,221.83,295.173,0.042,35.694,0,51398.8,51398.8,0,5.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1944.272,312.325,0.259,26,283.899,336.228,0.042,21.391,223.538,30580.077,30803.615,0.726,14
WT209G3N30353,0,2,0,0,2,0,1636,2287.2,336.2727273,261.5333333,-74.73939394,1121.6,1342.6,296,165.8333333,-130.1666667,5860.2,19.8,72.8,27.2,23.6,79.2,20.8,3800.7,28.8,82.1,17.9,53.8,92.5,7.49,23.7,2622.257,310.042,0.157,11.8,296.031,171.263,0.042,20.204,31.7,29062.6,29094.3,0.109,3.465,23.7,1399.628,310.042,0.148,11.8,268.913,171.263,0.042,17.914,26.9,25769.2,25796.1,0.104,10.22,23.5,1511.773,307.758,0.174,11.8,149.673,171.263,0.042,22.495,36.5,32356,32392.5,0.113,3.29,23.6,2257.304,308.9,0.067,11.8,244.835,171.263,0.043,19.44,42.14,27951.023,27993.163,0.151,4.205,23.8,970.03,311.184,0.102,21,310.777,279.098,0.042,21.146,0.7,30449.2,30449.9,0.002,7.78,23.9,1239.395,312.325,0.164,11.9,181.79,172.464,0.042,21.438,0,30870.6,30870.6,0,9.14,23.5,483.87,307.758,0.047,12,188.361,173.663,0.042,17.192,59,24698.2,24757.2,0.238,4.73,23.5,667.734,307.758,0.094,22.5,245.749,296.319,0.021,18.074,121.5,25905.4,26026.9,0.467,2.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,861.545,312.325,0.035,12,270.276,173.663,0.042,6.872,71.385,9824.615,9896,0.721,7.238
WT209G3N30354,2,2,0,2,1,0,4368.8,7778.6,726.0909091,725.3333333,-0.757575758,4415,6980,526.5454545,738.3,211.7545455,9677,15.1,61.4,38.6,22.6,58.7,41.3,7540.9,13.5,67.5,32.5,21.4,75.2,24.8,23.6,2474.687,308.9,0.128,11.8,388.797,171.263,0.042,23.06,217.25,32989.75,33207,0.654,3.325,23.8,1456.596,311.184,0.145,11.9,305.636,172.464,0.042,26.422,371.9,37675.7,38047.6,0.977,12.23,23.6,1280.351,308.9,0.138,11.8,287.259,171.263,0.042,19.699,62.6,28303.8,28366.4,0.221,5.58,24.1,4915.57,314.607,0.147,12.1,532.669,174.862,0.042,24.728,1.535,35606.116,35607.651,0.004,7.656,23.8,1303.722,311.184,0.134,11.9,267.776,172.464,0.042,25.252,0,36362.3,36362.3,0,9.11,23.9,1183.113,312.325,0.108,12,460.814,173.663,0.042,26.03,0.1,37483.7,37483.8,0,7.44,24.4,1435.17,318.027,0.201,26.2,295.868,338.498,0.042,25.654,0.1,36941.8,36941.9,0,11.9,23.9,1814.136,312.325,0.243,12,213.951,173.663,0.042,23.716,0,34151.1,34151.1,0,5.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,23.9,1544.261,312.325,0.171,12,202.453,173.663,0.042,16.26,187,23227,23414,0.799,13.885
